formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5763-5647-5322-2700-16,5763-5647-5322-2700-16,Here are the verses from Quran and Hadith proving genocidal aim of the Muslim biggots.,racism,1,@MaxBlumenthal,,http://t.co/pF8iwpdb1d
5623-3680-4120-9770-24,5623-3680-4120-9770-24,"And without western invention, the Muslim oil resources would be nothing but a filthy, useless liquid.",racism,1,@UmarMal,,
5763-5745-6080-6049-92,5763-5745-6080-6049-92,Here is a Hamas: Palestinians are Saudis and Egyptians conducting religious war.,racism,1,@MaxBlumenthal @RaniaKhalek @norabf,,https://t.co/8cmfoOZwxz
5747-9294-1358-6080-00,5747-9294-1358-6080-00,You should be attacking everyone that follows a religious cult of hated and murder like Islam.,racism,1,@greenlinerzjm,,
5767-4592-2249-3799-68,5767-4592-2249-3799-68,"Yes, Muslim bigots are murdering Christians all over Africa and have been for decades.",racism,1,@AAlwuhaib1977,,
5670-3490-1690-4620-16,5670-3490-1690-4620-16,"So, if I say that you must be a murdering fascist because you follow that book, am I right?",racism,1,@edgeofthesandbx @batchelorshow @FearDept,,
5658-9548-3432-7630-08,5658-9548-3432-7630-08,He says while immersed in Kufiri invented and built devices.,racism,1,@DawlatnaMansura,,
5565-1769-3923-1440-00,5565-1769-3923-1440-00,"No one ask for your pedophile serving propaganda, swine.",racism,1,@ShamiAnalyst,,
5644-6237-9149-1889-92,5644-6237-9149-1889-92,"Finally, the backwards effects of Islam ground progress in Muslim countries to a halt.",racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5525-6870-7244-1180-16,5525-6870-7244-1180-16,Thanks for admitting that you are murderers. And check your map.,racism,1,@ibnHlophe @eeviewonders @CTFleaMarkets,,http://t.co/TheArY220E
5766-3884-9448-7019-52,5766-3884-9448-7019-52,1400 years ago my ass. That was the beginning and it has never stopped. It is an ingrained part of Islam.,racism,1,@dankmtl,,
5749-5049-9369-1440-00,5749-5049-9369-1440-00,The women convert to Islam because they marry Muslim men. Men convert in prison.,racism,1,@halalflaws @biebervalue @greenlinerzjm,,
5541-5722-2608-2730-24,5541-5722-2608-2730-24,Allah's words are filth and hatred and phony.,racism,1,@Iz_abdul,,http://t.co/E4yVziJyqk
5739-5147-9465-1440-00,5739-5147-9465-1440-00,"There is no such thing as Islamophobia, just as there is no such thing as Naziphobia.",racism,1,@congressman_aly @jessicaelgot,,
5743-0927-0642-0289-92,5743-0927-0642-0289-92,You are living under severe delusions. The reason Mohammed so hated Jews was because so few were willing to convert.,racism,1,@logicalmind11,,
5617-0131-0542-5120-00,5617-0131-0542-5120-00,"He didn't discuss their wealth, he discussed Islam's barbarity.",racism,1,@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime,,
5667-0300-0081-5470-08,5667-0300-0081-5470-08,Good tweet. But they actually start selling their daughters at 9.,racism,1,@amanda7743,,
5642-2630-2723-3829-76,5642-2630-2723-3829-76,How idiotic. There never were more than 5 million native Americans and most died from diseases.,racism,1,@OneLegSandpiper @DblBlackDs,,
5766-2018-9745-2049-92,5766-2018-9745-2049-92,"Actually, I don't think it is possible to distinguish between Islam and Nazism.",racism,1,@dankmtl @AAlwuhaib1977 @PeaceNotHate_,,
5541-5684-3296-3909-76,5541-5684-3296-3909-76,"By now no one buys that ""few individuals"" lie any more.  Most Muslims are extremists.",racism,1,@Iz_abdul,,http://t.co/kfxzXKFqsO
5688-3187-6741-2140-16,5688-3187-6741-2140-16,I don't care who they are. They might as well claim that they are scholars in witchcraft.  They are madrassa rats...,racism,1,@DianH4 @InviteToIslam,,
5762-5852-1689-2640-00,5762-5852-1689-2640-00,If you want t plumb the depth of Hamas virulent racism just read the Quran where it is spelled out in black &amp; white,racism,1,@jncatron @MaxBlumenthal,,
5696-5800-6838-7760-00,5696-5800-6838-7760-00,RT : RT : ISLAM: CONTRIBUTING NOT ONE DAMN THING TO HUMANITY FOR 1400 YEARS.  WELL EXCEPT MURDE…,racism,1,@Angelemichelle @PhxKen,,http://t.co/dajGDn1Wy3
5617-1315-1146-6030-08,5617-1315-1146-6030-08,"And traitors are individuals, not tribes and their women and children. You make up lying excuses for barbarity like a Muslim.",racism,1,@SirajZarook,,
5750-9277-5919-5589-76,5750-9277-5919-5589-76,LOL. With conspiracy theories like that are you sure that you aren't a madrassa graduate?,racism,1,@MaxBlumenthal @NafeezAhmed,,
5645-9323-1883-5379-84,5645-9323-1883-5379-84,They could never choose.  Islam has given them nothing but Caliphates and dictatorships for 1400 years.,racism,1,@etsho127 @PAWarnhoff @SumerSloan,,
5522-4638-8025-9829-76,5522-4638-8025-9829-76,"Yes, they tried to murder their way to heaven.  A total idiot would believe in such an Allah.",racism,1,@MrAlMubarak,,
5660-7639-3130-1930-24,5660-7639-3130-1930-24,At that point in time America thought that Islam was just a normal religion. Now we know that it is a piece of filthy imperialism.,racism,1,@JRehling,,
5747-5588-8809-9100-16,5747-5588-8809-9100-16,Their current behavior now is not to end up being ruled and under the power of Muslims again.,racism,1,@ardiem1m @MaxBlumenthal @oldkhayyam,,
5767-7067-3550-3239-68,5767-7067-3550-3239-68,Putin has literally thousands of hired trolls working the internet to shape opinion with Putin propaganda.,racism,1,@thehill @donttreadonme65,,
5563-5272-6532-3829-76,5563-5272-6532-3829-76,The prophet Mohammed was a caravan robber who declared war on all humanity. Hope the Jews recover their stolen land.,racism,1,@yuskan0723,,
5626-6375-4085-5889-92,5626-6375-4085-5889-92,"A worshipper of the pedophile prophet has no room to call anyone a biggot, since Islam is a religion of hate and bigotry.",racism,1,@UmarMal,,
5663-9792-8059-5889-92,5663-9792-8059-5889-92,The Muslims also invaded India and murdered 80 million Hindus. They virtually exterminated all Buddhist on in India.,racism,1,@discerningmumin,,
5558-8282-9758-7260-16,5558-8282-9758-7260-16,And I would never go near a country with blasphemy laws.,racism,1,@NNdabbour64,,
5527-1177-6018-9150-08,5527-1177-6018-9150-08,"RT :   Who you call radical muslims are ones following quran to the word, While so called moderates co…",racism,1,@Protoshiv @rbassilian @ProudPatriot101,,
5743-5926-1100-1589-76,5743-5926-1100-1589-76,Muslim people insult themselves by the vile religion they follow and their extremism.,racism,1,@SamihNewsam @MaxBlumenthal,,http://t.co/hrZCWDcJLn
5660-3444-5191-2339-84,5660-3444-5191-2339-84,Thanks for showing again that blacks are the biggest racists. Blocked,racism,1,@geeky_zekey,,
5630-1571-7122-2449-92,5630-1571-7122-2449-92,"Different groups in the ME are competing to see who can be the most Islamic by being the most barbaric, autocratic, and inhuman.",racism,1,,#Islam,
5714-8552-0108-2410-24,5714-8552-0108-2410-24,That's because Gaza is full of Jihadi criminals who have never done a days work in their lives.,racism,1,@PalestineSocial @uygaraktas,,
5651-9605-9043-8439-68,5651-9605-9043-8439-68,"RT :  has begun recruiting Moroccan prostitutes for its militants in Syria and , luring them with promises of money …",racism,1,@RudawEnglish,#ISIS #Iran,
5670-2734-2631-9200-00,5670-2734-2631-9200-00,Again you are the liar. Muslims invaded Europe 400 years before the crusades.,racism,1,@truaemusic @mattybboi83 @Number10gov,,
5631-7450-3925-0389-76,5631-7450-3925-0389-76,"There is nothing in the Quran about forbidding child marriages, and Mohammed married Ashia at the age of 6.",racism,1,@semzyxx @NAInfidels @owais00,,
5656-8210-4668-0289-92,5656-8210-4668-0289-92,3 executions? That's about one tenths of a days worth for Islamically correct ISIS.,racism,1,@lsarsour @abu__ramadi,,
5746-8956-1474-7850-24,5746-8956-1474-7850-24,"No, I'll put you there, because being nothing contributes more to mankind than Muslims.",racism,1,@BDSSupporter,,
5527-1073-0945-1589-76,5527-1073-0945-1589-76,Are you delusional?  Islam is one of the most violent and barbaric.,racism,1,@CompoundMixture @CruisingBye @SuperiorMenArmy,,http://t.co/3uh4RhYbs1
5615-5287-8276-3130-24,5615-5287-8276-3130-24,"The Quran itself is the source of the hatred, murder, imperialism, sexism.",racism,1,@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime,,
5644-7136-3872-6369-92,5644-7136-3872-6369-92,"Yes, Muslims, including their prophet, revel in their illiteracy.",racism,1,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5754-7058-1346-2140-16,5754-7058-1346-2140-16,If the Muslims had not been defeated by Charles Martel civilization would be a millenium less advanced.,racism,1,@harmlesstree2,,
5745-9028-3028-9390-08,5745-9028-3028-9390-08,Normally dress should be a personal choice. In Islam it is a symbol of oppression,racism,1,@boun0479 @MaxBlumenthal @lemondefr,,http://t.co/Dh7AbtSKBm
5527-0931-9763-1729-92,5527-0931-9763-1729-92,Islam is 1000 years of contributing nothing to mankind but murder and hatred.,racism,1,@nura_skippor @ameerahusman,,
5663-9726-4612-9749-76,5663-9726-4612-9749-76,The first slaughterers were the Muslims. They invaded the Christian world 400 years before the crusades.,racism,1,@discerningmumin,,
5594-1857-2242-2970-24,5594-1857-2242-2970-24,"Well, since Islam is full of hate and divisiveness, it does bring thugs who hate to Islam.",racism,1,@LifeInKhilafah,,
5766-2925-4110-0650-24,5766-2925-4110-0650-24,The prophet Mohammed started the hate fest against Jews by driving all three Jewish tribes out of Medina.,racism,1,@dankmtl,,
5748-0424-3372-1020-16,5748-0424-3372-1020-16,Mohammed was a slave owner and the Quran allows slavery. So ISIS returns to slavery.,racism,1,@asem_1994,,http://t.co/aVPyjTEK1Z
5747-9127-9684-3619-84,5747-9127-9684-3619-84,"It means ""God is Great"". Often shouted while Muslims are murdering one of gods creations.",racism,1,@greenlinerzjm,,
5633-6164-0863-6579-84,5633-6164-0863-6579-84,Muslims always look to excuse the barbarity of Islam by changing the subject.,racism,1,@semzyxx @NAInfidels @owais00,,
5660-7682-8972-8800-00,5660-7682-8972-8800-00,"Since Muslims don't speak out against their terrorists, why should we?",racism,1,@JRehling,,http://t.co/95y5hLyP1C
5750-8720-1379-1850-24,5750-8720-1379-1850-24,Who's them? I only see real beheadings in Palestine and the rest of the Muslim world.,racism,1,@alihadi68 @David_Cameron,,
5659-3659-7170-7939-84,5659-3659-7170-7939-84,Did you learn that logic in a madrassa?,racism,1,@clouds789 @arabinowitz,,
5558-1134-9725-3310-08,5558-1134-9725-3310-08,A religion that declares war on humanity has no respect for anyone and is hypocritical to ask for respect.,racism,1,@NNdabbour64,,
5627-1935-3616-2279-68,5627-1935-3616-2279-68,"RT : In the UK like idiots we give jihadis rehabilitation, Jordan execute them. We are a joke",racism,1,@DavidJo52951945,,http://t.co/WlkeDRKvnZ
5696-3574-5008-1939-84,5696-3574-5008-1939-84,This is a list of lies and baloney that you are presenting.  It has zero to do with the Quran and Hadiths.,racism,1,@BlackGirlTia,,
5603-1401-8359-8080-00,5603-1401-8359-8080-00,"As tiny as Israel is, the Muslims want it exterminated.",racism,1,@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53,,http://t.co/YbUDGXOlcO
5633-6869-3640-3559-68,5633-6869-3640-3559-68,I don't give a shit about what the Talmud says because  Jews all live under secular laws not under Talmud.,racism,1,@semzyxx @NAInfidels @owais00,,
5595-2719-1218-6270-08,5595-2719-1218-6270-08,"They can't read, write, do math, or produce anything. But they can kill people, so they are good Muslims.",racism,1,@ShamiAnalyst,#Islam,
5685-8523-3827-6469-76,5685-8523-3827-6469-76,And the Hadiths are even more specific about approving sexual slavery.,racism,1,@buellerishere @KellyTurner99,,
5741-9607-0030-2789-76,5741-9607-0030-2789-76,It doesn't count for the vile people practicing vile Islam.,racism,1,@HNK2TheRescue @AtheiStranger @Independent @IndyVoices,,http://t.co/5uNZKCyP3i
5673-9780-1064-0220-16,5673-9780-1064-0220-16,"Eventually followed by no future for Christians in UK, eventually followed by no future for atheists in UK.",racism,1,@DouglasKMurray,,
5750-6312-8364-3150-08,5750-6312-8364-3150-08,"Islam is not a race, microbrain, it is a death cult.",racism,1,@Kaya786 @fai3an_H,,
5659-0840-6989-3569-92,5659-0840-6989-3569-92,The end result being that the Jihadi will be turned into a piece of outdated garbage with zero real world value.,racism,1,@DawlatnaMansura,,
5533-9993-1939-9920-00,5533-9993-1939-9920-00,Karen Armstrong was interested in writing a hero worship book that would sell with Muslims.  Very narrow picture.,racism,1,@SevilZadeh,,
5767-5119-9673-6960-00,5767-5119-9673-6960-00,Muslims are raping Christian girls with impunity around the world.,racism,1,@AAlwuhaib1977,,http://t.co/liSKP9U8Uq
5719-1631-6421-9640-32,5719-1631-6421-9640-32,"You really are a raving Islamolunatic. Our soldiers are never, ever allowed to rape anyone. If they do they have broken the law.",racism,1,@DianH4,,
5522-5398-7701-7889-92,5522-5398-7701-7889-92,"Furthermore, Islam demands that women be locked in their homes and covered. Stop lying.",racism,1,@MoAnsar @arennie44,,http://t.co/iVd1vihPFa
5539-8305-8169-1920-00,5539-8305-8169-1920-00,RT : Muslims are like spoilt children who throw violent tantrums when they don't get their own way.,racism,1,@brassidio,#RespectForMuslims,
5647-9715-2002-4659-84,5647-9715-2002-4659-84,"Mohammed always lied, saying he had to attack because others planned to attack him.",racism,1,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5670-8339-8716-3340-16,5670-8339-8716-3340-16,Buddha said that slavery was unacceptable 1100 years before the slave trader Mohammed came along.,racism,1,@truaemusic,,
5634-6488-7259-4960-00,5634-6488-7259-4960-00,"RT : Ezra Levant - From Canadian jihadis to ISIS, it's all Islam  via",racism,1,@joe_nuzz @wordpressdotcom,,http://t.co/hWHVLwbWIS
5617-1075-6651-9909-76,5617-1075-6651-9909-76,"Later he attacked the Jews of Khybar, killed many, stole their property.",racism,1,@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime,,
5530-7985-7630-8350-08,5530-7985-7630-8350-08,It's unbelievable the way that journalists fall all over themselves to make excuses for the barbarity of Islam. Not one has read the Quran.,racism,1,,,
5720-7845-2037-1770-24,5720-7845-2037-1770-24,The intellect of a Muslim cretin who thinks Allah made all mankind so one part could make war on another.,racism,1,@ummahwitness @alwallawalbara,,
5765-0856-8263-7870-08,5765-0856-8263-7870-08,"I don't see any burning civilians, and the picture is not even of a burning house.",racism,1,@peymaneh123 @AnasMechch,,
5754-0732-2316-4679-68,5754-0732-2316-4679-68,Because there are no Zionist thugs. Just people protecting themselves from Muslim head choppers,racism,1,@thepoliticalcat @MaxBlumenthal @Campagnebds,,
5534-0208-7745-1509-76,5534-0208-7745-1509-76,"One must imagine god being insulted by having such a hateful, war mongering, decisive, bigoted, sexist religion calling him.",racism,1,@IftikharAwan,,
5651-7848-4993-9779-84,5651-7848-4993-9779-84,One more Putin paid internet propaganda troll blocked.,racism,1,@JenniferCohagen @PCraigRoberts,,
5763-5915-9550-9969-92,5763-5915-9550-9969-92,Not a real expansion. Just already existing local terrorists declaring loyalty to the worst of the worst.,racism,1,@PeninsulaQatar,,
5553-8050-8205-7930-24,5553-8050-8205-7930-24,"This is debate about the vile religion of Islam, not about one country, microbrain.",racism,1,@SumbelinaZ @SallyTreadwell @Lg4Lg @IronmanL1 @Hatewatch,,
5634-6076-5034-6190-08,5634-6076-5034-6190-08,Dodge rambles on making assertion after assertion with zero evidence and no references in Quran or Hadith. It's garbage,racism,1,@obsurfer84 @teenage,,
5675-8120-2077-3479-68,5675-8120-2077-3479-68,"You challenge has been accepted, you have been given better verses, proving the Quran is a fraud.",racism,1,@Raja5aab @Quickieleaks,,
5696-2733-8050-1180-16,5696-2733-8050-1180-16,RT : Obama Keeps Reformist Muslim Group Away From WH Summit Over Their Views ISIS Motivated By Islam…,racism,1,@Totally_America,,http://t.co/y1VK4BurIX
5539-8391-8509-0229-76,5539-8391-8509-0229-76,Manipulative and threatening BS.  Proving that people have to be intimidated into following the god of terror.,racism,1,@akh_fuaadh @ToAllahWeReturn,,
5663-6382-0113-6579-84,5663-6382-0113-6579-84,"And if Muslims are angry that they can't force Islam on people, who cares?",racism,1,@discerningmumin,,http://t.co/G43tlj1dGU
5539-4465-2572-0289-92,5539-4465-2572-0289-92,"I don't really care what some Muslims practice.  I care that Islam encourages murder, hatred, sexism.",racism,1,@CamilleHughes16 @_Watch_Observe_,,
